Order,Family,Genus,Species,Subspecies,Author,FullnameWithAuthor,Category
Rodentia,Cricetidae,Eothenomys,custos,,"Thomas, 1912","Eothenomys custos Thomas, 1912",Species
Rodentia,Cricetidae,Eothenomys,melanogaster,,"Milne-Edwards, 1871","Eothenomys melanogaster Milne-Edwards, 1871",Species
Rodentia,Cricetidae,Eothenomys,miletus,,"Thomas, 1914","Eothenomys miletus Thomas, 1914",Species
Rodentia,Cricetidae,Eothenomys,olitor,,"Thomas, 1911","Eothenomys olitor Thomas, 1911",Species
Rodentia,Cricetidae,Eothenomys,proditor,,"Hinton, 1923","Eothenomys proditor Hinton, 1923",Species
Rodentia,Cricetidae,Eothenomys,wardi,,"Thomas, 1912","Eothenomys wardi Thomas, 1912",Species
Rodentia,Cricetidae,Hyperacrius,,,"Miller, 1896","Hyperacrius Miller, 1896",Genus
Rodentia,Cricetidae,Hyperacrius,fertilis,,"True, 1894","Hyperacrius fertilis True, 1894",Species
Rodentia,Cricetidae,Hyperacrius,wynnei,,"Blanford, 1881","Hyperacrius wynnei Blanford, 1881",Species
Rodentia,Cricetidae,Lagurus,,,"Gloger, 1841","Lagurus Gloger, 1841",Genus
Rodentia,Cricetidae,Lagurus,lagurus,,"Pallas, 1773","Lagurus lagurus Pallas, 1773",Species
Rodentia,Cricetidae,Lasiopodomys,,,"Lataste, 1887","Lasiopodomys Lataste, 1887",Genus
Rodentia,Cricetidae,Lasiopodomys,brandtii,,"Radde, 1861","Lasiopodomys brandtii Radde, 1861",Species
Rodentia,Cricetidae,Lasiopodomys,fuscus,,"Büchner, 1889","Lasiopodomys fuscus Büchner, 1889",Species
Rodentia,Cricetidae,Lasiopodomys,mandarinus,,"Milne-Edwards, 1871","Lasiopodomys mandarinus Milne-Edwards, 1871",Species
Rodentia,Cricetidae,Lemmiscus,,,"Thomas, 1912","Lemmiscus Thomas, 1912",Genus
Rodentia,Cricetidae,Lemmiscus,curtatus,,"Cope, 1868","Lemmiscus curtatus Cope, 1868",Species
Rodentia,Cricetidae,Lemmus,,,"Link, 1795","Lemmus Link, 1795",Genus
Rodentia,Cricetidae,Lemmus,amurensis,,"Vinogradov, 1924","Lemmus amurensis Vinogradov, 1924",Species
Rodentia,Cricetidae,Lemmus,lemmus,,"Linnaeus, 1758","Lemmus lemmus Linnaeus, 1758",Species
Rodentia,Cricetidae,Lemmus,portenkoi,,"Tchernyavsky, 1967","Lemmus portenkoi Tchernyavsky, 1967",Species
Rodentia,Cricetidae,Lemmus,sibiricus,,"Kerr, 1792","Lemmus sibiricus Kerr, 1792",Species
Rodentia,Cricetidae,Lemmus,trimucronatus,,"Richardson, 1825","Lemmus trimucronatus Richardson, 1825",Species
Rodentia,Cricetidae,Microtus,,,"Schrank, 1798","Microtus Schrank, 1798",Genus
Rodentia,Cricetidae,Microtus,abbreviatus,,"Miller, 1899","Microtus abbreviatus Miller, 1899",Species
Rodentia,Cricetidae,Microtus,agrestis,,"Linnaeus, 1761","Microtus agrestis Linnaeus, 1761",Species
Rodentia,Cricetidae,Microtus,anatolicus,,"Kryštufek and Kefelio&#287;lu, 2002","Microtus anatolicus Kryštufek and Kefelio&#287;lu, 2002",Species
Rodentia,Cricetidae,Microtus,arvalis,,"Pallas, 1778","Microtus arvalis Pallas, 1778",Species
Rodentia,Cricetidae,Microtus,bavaricus,,"Konig, 1962","Microtus bavaricus Konig, 1962",Species
Rodentia,Cricetidae,Microtus,brachycercus,,"Lehmann, 1961","Microtus brachycercus Lehmann, 1961",Species
Rodentia,Cricetidae,Microtus,breweri,,"Baird, 1857","Microtus breweri Baird, 1857",Species
Rodentia,Cricetidae,Microtus,cabrerae,,"Thomas, 1906","Microtus cabrerae Thomas, 1906",Species
Rodentia,Cricetidae,Microtus,californicus,,"Peale, 1848","Microtus californicus Peale, 1848",Species
Rodentia,Cricetidae,Microtus,canicaudus,,"Miller, 1897","Microtus canicaudus Miller, 1897",Species
Rodentia,Cricetidae,Microtus,chrotorrhinus,,"Miller, 1894","Microtus chrotorrhinus Miller, 1894",Species
Rodentia,Cricetidae,Microtus,clarkei,,"Hinton, 1923","Microtus clarkei Hinton, 1923",Species
Rodentia,Cricetidae,Microtus,daghestanicus,,"Shidlovsky, 1919","Microtus daghestanicus Shidlovsky, 1919",Species
Rodentia,Cricetidae,Microtus,dogramacii,,"Kefelio&#287;lu and Kryštufek, 1999","Microtus dogramacii Kefelio&#287;lu and Kryštufek, 1999",Species
Rodentia,Cricetidae,Microtus,duodecimcostatus,,"de Selys-Longchamps, 1839","Microtus duodecimcostatus de Selys-Longchamps, 1839",Species
Rodentia,Cricetidae,Microtus,evoronensis,,"Kovalskaya and Sokolov, 1980","Microtus evoronensis Kovalskaya and Sokolov, 1980",Species
Rodentia,Cricetidae,Microtus,felteni,,"Malec and Storch, 1963","Microtus felteni Malec and Storch, 1963",Species
Rodentia,Cricetidae,Microtus,fortis,,"Büchner, 1889","Microtus fortis Büchner, 1889",Species
Rodentia,Cricetidae,Microtus,gerbei,,"Gerbe, 1879","Microtus gerbei Gerbe, 1879",Species
Rodentia,Cricetidae,Microtus,gregalis,,"Pallas, 1779","Microtus gregalis Pallas, 1779",Species
Rodentia,Cricetidae,Microtus,guatemalensis,,"Merriam, 1898","Microtus guatemalensis Merriam, 1898",Species
Rodentia,Cricetidae,Microtus,guentheri,,"Danford and Alston, 1880","Microtus guentheri Danford and Alston, 1880",Species
Rodentia,Cricetidae,Microtus,ilaeus,,"Thomas, 1912","Microtus ilaeus Thomas, 1912",Species
Rodentia,Cricetidae,Microtus,irani,,"Thomas, 1921","Microtus irani Thomas, 1921",Species
Rodentia,Cricetidae,Microtus,kikuchii,,"Kuroda, 1920","Microtus kikuchii Kuroda, 1920",Species
Rodentia,Cricetidae,Microtus,levis,,"Miller, 1908","Microtus levis Miller, 1908",Species
Rodentia,Cricetidae,Microtus,liechtensteini,,"Wettstein, 1927","Microtus liechtensteini Wettstein, 1927",Species
Rodentia,Cricetidae,Microtus,limnophilus,,"Büchner, 1889","Microtus limnophilus Büchner, 1889",Species
Rodentia,Cricetidae,Microtus,longicaudus,,"Merriam, 1888","Microtus longicaudus Merriam, 1888",Species
Rodentia,Cricetidae,Microtus,lusitanicus,,"Gerbe, 1879","Microtus lusitanicus Gerbe, 1879",Species
Rodentia,Cricetidae,Microtus,majori,,"Thomas, 1906","Microtus majori Thomas, 1906",Species
Rodentia,Cricetidae,Microtus,maximowiczii,,"Schrenk, 1859","Microtus maximowiczii Schrenk, 1859",Species
Rodentia,Cricetidae,Microtus,mexicanus,,"Saussure, 1861","Microtus mexicanus Saussure, 1861",Species
Rodentia,Cricetidae,Microtus,middendorffii,,"Poljakov, 1881","Microtus middendorffii Poljakov, 1881",Species
Rodentia,Cricetidae,Microtus,miurus,,"Osgood, 1901","Microtus miurus Osgood, 1901",Species
Rodentia,Cricetidae,Microtus,mongolicus,,"Radde, 1861","Microtus mongolicus Radde, 1861",Species
Rodentia,Cricetidae,Microtus,montanus,,"Peale, 1848","Microtus montanus Peale, 1848",Species
Rodentia,Cricetidae,Microtus,montebelli,,"Milne-Edwards, 1872","Microtus montebelli Milne-Edwards, 1872",Species
Rodentia,Cricetidae,Microtus,mujanensis,,"Orlov and Kovalskaya, 1978","Microtus mujanensis Orlov and Kovalskaya, 1978",Species
Rodentia,Cricetidae,Microtus,multiplex,,"Fatio, 1905","Microtus multiplex Fatio, 1905",Species
Rodentia,Cricetidae,Microtus,oaxacensis,,"Goodwin, 1966","Microtus oaxacensis Goodwin, 1966",Species
Rodentia,Cricetidae,Microtus,ochrogaster,,"Wagner, 1842","Microtus ochrogaster Wagner, 1842",Species
Rodentia,Cricetidae,Microtus,oeconomus,,"Pallas, 1776","Microtus oeconomus Pallas, 1776",Species
Rodentia,Cricetidae,Microtus,oregoni,,"Bachman, 1839","Microtus oregoni Bachman, 1839",Species
Rodentia,Cricetidae,Microtus,paradoxus,,"Ognev and Heptner, 1928","Microtus paradoxus Ognev and Heptner, 1928",Species
Rodentia,Cricetidae,Microtus,pennsylvanicus,,"Ord, 1815","Microtus pennsylvanicus Ord, 1815",Species
Rodentia,Cricetidae,Microtus,pinetorum,,"Le Conte, 1830","Microtus pinetorum Le Conte, 1830",Species
Rodentia,Cricetidae,Microtus,qazvinensis,,"Golenishchev, 2003","Microtus qazvinensis Golenishchev, 2003",Species
Rodentia,Cricetidae,Microtus,quasiater,,"Coues, 1874","Microtus quasiater Coues, 1874",Species
Rodentia,Cricetidae,Microtus,richardsoni,,"DeKay, 1842","Microtus richardsoni DeKay, 1842",Species
Rodentia,Cricetidae,Microtus,sachalinensis,,"Vasin, 1955","Microtus sachalinensis Vasin, 1955",Species
Rodentia,Cricetidae,Microtus,savii,,"de Selys-Longchamps, 1838","Microtus savii de Selys-Longchamps, 1838",Species
Rodentia,Cricetidae,Microtus,schelkovnikovi,,"Satunin, 1907","Microtus schelkovnikovi Satunin, 1907",Species
Rodentia,Cricetidae,Microtus,schidlovskii,,"Argyropulo, 1933","Microtus schidlovskii Argyropulo, 1933",Species
Rodentia,Cricetidae,Microtus,socialis,,"Pallas, 1773","Microtus socialis Pallas, 1773",Species
Rodentia,Cricetidae,Microtus,subterraneus,,"de Selys-Longchamps, 1836","Microtus subterraneus de Selys-Longchamps, 1836",Species
Rodentia,Cricetidae,Microtus,tatricus,,"Kratochvíl, 1952","Microtus tatricus Kratochvíl, 1952",Species
Rodentia,Cricetidae,Microtus,thomasi,,"Barrett-Hamilton, 1903","Microtus thomasi Barrett-Hamilton, 1903",Species
Rodentia,Cricetidae,Microtus,townsendii,,"Bachman, 1839","Microtus townsendii Bachman, 1839",Species
Rodentia,Cricetidae,Microtus,transcaspicus,,"Satunin, 1905","Microtus transcaspicus Satunin, 1905",Species
Rodentia,Cricetidae,Microtus,umbrosus,,"Merriam, 1898","Microtus umbrosus Merriam, 1898",Species
Rodentia,Cricetidae,Microtus,xanthognathus,,"Leach, 1815","Microtus xanthognathus Leach, 1815",Species
Rodentia,Cricetidae,Myodes,,,"Pallas, 1811","Myodes Pallas, 1811",Genus
Rodentia,Cricetidae,Myodes,andersoni,,"Thomas, 1905","Myodes andersoni Thomas, 1905",Species
Rodentia,Cricetidae,Myodes,californicus,,"Merriam, 1890","Myodes californicus Merriam, 1890",Species
Rodentia,Cricetidae,Myodes,centralis,,"Miller, 1906","Myodes centralis Miller, 1906",Species
Rodentia,Cricetidae,Myodes,gapperi,,"Vigors, 1830","Myodes gapperi Vigors, 1830",Species
Rodentia,Cricetidae,Myodes,glareolus,,"Schreber, 1780","Myodes glareolus Schreber, 1780",Species
Rodentia,Cricetidae,Myodes,imaizumii,,"Jameson, 1961","Myodes imaizumii Jameson, 1961",Species
Rodentia,Cricetidae,Myodes,regulus,,"Thomas, 1906","Myodes regulus Thomas, 1906",Species
Rodentia,Cricetidae,Myodes,rex,,"Imaizumi, 1971","Myodes rex Imaizumi, 1971",Species
Rodentia,Cricetidae,Myodes,rufocanus,,"Sundevall, 1846","Myodes rufocanus Sundevall, 1846",Species
Rodentia,Cricetidae,Myodes,rutilus,,"Pallas, 1779","Myodes rutilus Pallas, 1779",Species
Rodentia,Cricetidae,Myodes,shanseius,,"Thomas, 1908","Myodes shanseius Thomas, 1908",Species
Rodentia,Cricetidae,Myodes,smithii,,"Thomas, 1905","Myodes smithii Thomas, 1905",Species
Rodentia,Cricetidae,Myopus,,,"Miller, 1910","Myopus Miller, 1910",Genus
Rodentia,Cricetidae,Myopus,schisticolor,,"Lilljeborg, 1844","Myopus schisticolor Lilljeborg, 1844",Species
Rodentia,Cricetidae,Neodon,,,"Horsfield, 1841","Neodon Horsfield, 1841",Genus
Rodentia,Cricetidae,Neodon,forresti,,"Hinton, 1923","Neodon forresti Hinton, 1923",Species
Rodentia,Cricetidae,Neodon,irene,,"Thomas, 1911","Neodon irene Thomas, 1911",Species
Rodentia,Cricetidae,Neodon,juldaschi,,"Severtzov, 1879","Neodon juldaschi Severtzov, 1879",Species
Rodentia,Cricetidae,Neodon,sikimensis,,"Horsfield, 1841","Neodon sikimensis Horsfield, 1841",Species
Rodentia,Cricetidae,Neofiber,,,"True, 1884","Neofiber True, 1884",Genus
Rodentia,Cricetidae,Neofiber,alleni,,"True, 1884","Neofiber alleni True, 1884",Species
Rodentia,Cricetidae,Ondatra,,,"Link, 1795","Ondatra Link, 1795",Genus
Rodentia,Cricetidae,Ondatra,zibethicus,,"Linnaeus, 1766","Ondatra zibethicus Linnaeus, 1766",Species
Rodentia,Cricetidae,Phaiomys,,,"Blyth, 1863","Phaiomys Blyth, 1863",Genus
Rodentia,Cricetidae,Phaiomys,leucurus,,"Blyth, 1863","Phaiomys leucurus Blyth, 1863",Species
Rodentia,Cricetidae,Phenacomys,,,"Merriam, 1889","Phenacomys Merriam, 1889",Genus
Rodentia,Cricetidae,Phenacomys,intermedius,,"Merriam, 1889","Phenacomys intermedius Merriam, 1889",Species
Rodentia,Cricetidae,Phenacomys,ungava,,"Merriam, 1889","Phenacomys ungava Merriam, 1889",Species
Rodentia,Cricetidae,Proedromys,,,"Thomas, 1911","Proedromys Thomas, 1911",Genus
Rodentia,Cricetidae,Proedromys,bedfordi,,"Thomas, 1911","Proedromys bedfordi Thomas, 1911",Species
Rodentia,Cricetidae,Prometheomys,,,"Satunin, 1901","Prometheomys Satunin, 1901",Genus
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,,"Satunin, 1901","Prometheomys schaposchnikowi Satunin, 1901",Species
Rodentia,Cricetidae,Synaptomys,,,"Baird, 1857","Synaptomys Baird, 1857",Genus
Rodentia,Cricetidae,Synaptomys,borealis,,"Richardson, 1828","Synaptomys borealis Richardson, 1828",Species
Rodentia,Cricetidae,Synaptomys,cooperi,,"Baird, 1857","Synaptomys cooperi Baird, 1857",Species
Rodentia,Cricetidae,Volemys,,,"Zagorodnyuk, 1990","Volemys Zagorodnyuk, 1990",Genus
Rodentia,Cricetidae,Volemys,millicens,,"Thomas, 1911","Volemys millicens Thomas, 1911",Species
Rodentia,Cricetidae,Volemys,musseri,,"Lawrence, 1982","Volemys musseri Lawrence, 1982",Species
Rodentia,Cricetidae,Allocricetulus,,,"Argyropulo, 1932","Allocricetulus Argyropulo, 1932",Genus
Rodentia,Cricetidae,Allocricetulus,curtatus,,"G. M. Allen, 1925","Allocricetulus curtatus G. M. Allen, 1925",Species
Rodentia,Cricetidae,Allocricetulus,eversmanni,,"Brandt, 1859","Allocricetulus eversmanni Brandt, 1859",Species
Rodentia,Cricetidae,Cansumys,,,"G. M. Allen, 1928","Cansumys G. M. Allen, 1928",Genus
Rodentia,Cricetidae,Cansumys,canus,,"G. M. Allen, 1928","Cansumys canus G. M. Allen, 1928",Species
Rodentia,Cricetidae,Cricetulus,,,"Milne-Edwards, 1867","Cricetulus Milne-Edwards, 1867",Genus
Rodentia,Cricetidae,Cricetulus,alticola,,"Thomas, 1917","Cricetulus alticola Thomas, 1917",Species
Rodentia,Cricetidae,Cricetulus,barabensis,,"Pallas, 1773","Cricetulus barabensis Pallas, 1773",Species
Rodentia,Cricetidae,Cricetulus,kamensis,,"Satunin, 1903","Cricetulus kamensis Satunin, 1903",Species
Rodentia,Cricetidae,Cricetulus,longicaudatus,,"Milne-Edwards, 1867","Cricetulus longicaudatus Milne-Edwards, 1867",Species
Rodentia,Cricetidae,Cricetulus,migratorius,,"Pallas, 1773","Cricetulus migratorius Pallas, 1773",Species
Rodentia,Cricetidae,Cricetulus,sokolovi,,"Orlov and Malygin, 1988","Cricetulus sokolovi Orlov and Malygin, 1988",Species
Rodentia,Cricetidae,Cricetus,,,"Leske, 1779","Cricetus Leske, 1779",Genus
Rodentia,Cricetidae,Cricetus,cricetus,,"Linnaeus, 1758","Cricetus cricetus Linnaeus, 1758",Species
Rodentia,Cricetidae,Mesocricetus,,,"Nehring, 1898","Mesocricetus Nehring, 1898",Genus
Rodentia,Cricetidae,Mesocricetus,auratus,,"Waterhouse, 1839","Mesocricetus auratus Waterhouse, 1839",Species
